Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane	Beta strand	Helix	Turn	RefSeq	BioGRID	STRING	Tissue specificity
F4J0W4	reviewed	MIRO2_ARATH	Mitochondrial Rho GTPase 2 (AtMIRO2) (EC 3.6.5.-) (Calcium-binding GTPase) (AtCBG) (Miro-related GTPase 2)	MIRO2 At3g63150 T20O10.250	Arabidopsis thaliana (Mouse-ear cress)	643		SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000305|PubMed:18344283}; Single-pass type IV membrane protein {ECO:0000305}.	TOPO_DOM 1..611; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 633..643; /note="Mitochondrial intermembrane"; /evidence="ECO:0000305"	TRANSMEM 612..632; /note="Helical"; /evidence="ECO:0000255"				NP_567139.1;		3702.AT3G63150.1;	TISSUE SPECIFICITY: Expressed roots, rosette and cauline leaves, stems, flowers and siliques. {ECO:0000269|PubMed:16832621, ECO:0000269|PubMed:18344283}.
F4KAK5	reviewed	PSD2_ARATH	Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain]	PSD2 At5g57190 MUL3.14	Arabidopsis thaliana (Mouse-ear cress)	635		SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000305|PubMed:17449644}; Peripheral membrane protein {ECO:0000305|PubMed:17449644}. Note=Tonoplast.						NP_200529.4;		3702.AT5G57190.1;	TISSUE SPECIFICITY: Highly expressed in flowers and at lower levels in leaves. {ECO:0000269|PubMed:17449644}.
G3V7W1	reviewed	PDCD6_RAT	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	Pdcd6 Alg2	Rattus norvegicus (Rat)	191		SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:27276012}; Peripheral membrane protein {ECO:0000250|UniProtKB:O75340}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250|UniProtKB:O75340}. Cytoplasm {ECO:0000250|UniProtKB:O75340}. Nucleus {ECO:0000250|UniProtKB:O75340}. Endosome {ECO:0000250|UniProtKB:O75340}. Note=Interaction with RBM22 induces relocalization from the cytoplasm to the nucleus (By similarity). Translocated from the cytoplasm to the nucleus after heat shock cell treatment (By similarity). Accumulates in cytoplasmic vesicle-like organelles after heat shock treatment, which may represent stress granules (By similarity). In response to calcium increase, relocates from cytoplasm to COPII vesicle coat (By similarity). Localizes to endoplasmic reticulum exit site (ERES) (PubMed:27276012). {ECO:0000250|UniProtKB:O75340, ECO:0000269|PubMed:27276012}.						NP_001100922.1 [G3V7W1-1];XP_006227846.1 [G3V7W1-2];		10116.ENSRNOP00000019735;	
G5EBX9	reviewed	PPE_CAEEL	Serine/threonine-protein phosphatase with EF-hands pef-1 (CePPEF) (EC 3.1.3.16) (Phosphatase with EF hands 1)	pef-1 F23H11.8	Caenorhabditis elegans	707		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11312268}; Lipid-anchor {ECO:0000269|PubMed:11312268}. Perikaryon {ECO:0000269|PubMed:11312268}. Cell projection, dendrite {ECO:0000269|PubMed:11312268}. Cell projection, axon {ECO:0000269|PubMed:11312268}. Cell projection, cilium {ECO:0000269|PubMed:11312268}.						NP_001022545.1;NP_001254836.1 [G5EBX9-3];NP_741091.1 [G5EBX9-1];		6239.F23H11.8a;	TISSUE SPECIFICITY: Expression is restricted to neurons. Expressed in AWB, AWC, AVA, AVB, AVX, BAG and URX neurons and in one tail neuron (at protein level). {ECO:0000269|PubMed:11312268}.
G5EDN6	reviewed	CANB_CAEEL	Protein phosphatase 2B regulatory subunit cnb-1 (Calcineurin subunit B)	cnb-1 F55C10.1	Caenorhabditis elegans	171		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12221132}.						NP_001256318.1;		6239.F55C10.1a;	TISSUE SPECIFICITY: Expressed in sperm, spermatids, spermatheca, male gonads, intestine, nerve cord, hypodermal seam cells, cuticle and excretory canal. {ECO:0000269|PubMed:12221132}.
H2LRU7	reviewed	PKD2_ORYLA	Polycystin-2 (Polycystic kidney disease 2 protein homolog)	pkd2	Oryzias latipes (Japanese rice fish) (Japanese killifish)	901	INTRAMEM 574..588; /note="Pore-forming"; /evidence="ECO:0000250|UniProtKB:Q13563"	SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000269|PubMed:21307098}; Multi-pass membrane protein {ECO:0000269|PubMed:21307098}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q13563}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q13563}. Cell membrane {ECO:0000250|UniProtKB:Q13563}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q13563}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q13563}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q13563}.	TOPO_DOM 1..161; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 184..410; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 432..447; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 469..494; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 516..539; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 562..573; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 589..596; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 618..901; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"	TRANSMEM 162..183; /note="Helical; Name=S1"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 411..431; /note="Helical; Name=S2"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 448..468; /note="Helical; Name=S3"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 495..515; /note="Helical; Name=S4"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 540..561; /note="Helical; Name=5"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 597..617; /note="Helical; Name=S6"; /evidence="ECO:0000250|UniProtKB:Q13563"				NP_001129990.1;		8090.ENSORLP00000008801;	TISSUE SPECIFICITY: Ubiquitously expressed. Expressed in Kupffer's vesicle, an organ equivalent to the node. {ECO:0000269|PubMed:21307098}.
O08529	reviewed	CAN2_MOUSE	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	Capn2	Mus musculus (Mouse)	700		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Translocates to the plasma membrane upon Ca(2+) binding. {ECO:0000250}.						NP_033924.2;	198471;	10090.ENSMUSP00000068895;	TISSUE SPECIFICITY: Ubiquitous.
O08795	reviewed	GLU2B_MOUSE	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)	Prkcsh	Mus musculus (Mouse)	521		SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000255|PROSITE-ProRule:PRU10138}.			STRAND 36..38; /evidence="ECO:0007829|PDB:7K9T"; STRAND 45..47; /evidence="ECO:0007829|PDB:7K9T"; STRAND 53..55; /evidence="ECO:0007829|PDB:5F0E"; STRAND 74..77; /evidence="ECO:0007829|PDB:5F0E"; STRAND 85..88; /evidence="ECO:0007829|PDB:5F0E"; STRAND 94..96; /evidence="ECO:0007829|PDB:5F0E"; STRAND 106..109; /evidence="ECO:0007829|PDB:5F0E"	HELIX 48..50; /evidence="ECO:0007829|PDB:5F0E"; HELIX 89..91; /evidence="ECO:0007829|PDB:5F0E"		NP_001280579.1 [O08795-2];NP_001280580.1 [O08795-1];NP_032951.1 [O08795-1];XP_006510158.1 [O08795-2];XP_006510159.1 [O08795-2];	202370;	10090.ENSMUSP00000110987;	TISSUE SPECIFICITY: Expressed in kidney (at protein level). {ECO:0000269|PubMed:21685914}.
O14008	reviewed	CAM2_SCHPO	Myosin 1 light chain cam2 (Calmodulin-2)	cam2 SPAC29A4.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	143		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16823372, ECO:0000269|PubMed:17202724}. Prospore membrane. Note=Accumulates at the cell poles in interphase cells and at the medial septation site in post-mitotic cells, colocalizing with myo1 and F-actin patches. During the mating process, a single dot is detected a the tip of the mating projection. During meiosis I, dots disperse into the cell periphery and the cytoplasm. At metaphase II, intense signals appear near meu14 rings which are formed at the leading edge of expanding forespore membranes. Localization is dependent upon myo1 with the exception of the localization to mating projections. {ECO:0000269|PubMed:16823372, ECO:0000269|PubMed:17202724}.						NP_594877.1;	279065;	4896.SPAC29A4.05.1;	
O14050	reviewed	MSY2_SCHPO	Mechanosensitive ion channel protein Msy2	msy2 SPAC2C4.17c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	840		SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22910366}; Multi-pass membrane protein {ECO:0000305}. Note=Cortical endoplasmic reticulum. {ECO:0000269|PubMed:22910366}.	TOPO_DOM 1..68; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 90..100; /note="Lumenal"; /evidence="ECO:0000255"; TOPO_DOM 122..126; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 148..151; /note="Lumenal"; /evidence="ECO:0000255"; TOPO_DOM 173..225; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 247..449; /note="Lumenal"; /evidence="ECO:0000255"; TOPO_DOM 492..840; /note="Cytoplasmic"; /evidence="ECO:0000255"	TRANSMEM 69..89; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 101..121; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 127..147; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 152..172; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 226..246; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 450..491; /note="Helical"; /evidence="ECO:0000255"				NP_594520.1;	277930;	4896.SPAC2C4.17c.1;	
O14815	reviewed	CAN9_HUMAN	Calpain-9 (EC 3.4.22.-) (Digestive tract-specific calpain) (New calpain 4) (nCL-4) (Protein CG36)	CAPN9 NCL4	Homo sapiens (Human)	690					STRAND 46..48; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 57..59; /evidence="ECO:0007829|PDB:2P0R"; STRAND 66..68; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 74..76; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 78..80; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 93..95; /evidence="ECO:0007829|PDB:2P0R"; STRAND 129..136; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 138..147; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 150..161; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 188..190; /evidence="ECO:0007829|PDB:2P0R"; STRAND 205..208; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 229..233; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 256..266; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 269..277; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 313..320; /evidence="ECO:0007829|PDB:1ZIV"; STRAND 330..334; /evidence="ECO:0007829|PDB:1ZIV"	HELIX 29..38; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 52..54; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 70..72; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 86..88; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 98..107; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 110..116; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 169..181; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 185..187; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 192..200; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 209..211; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 216..226; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 239..241; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 294..298; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 301..306; /evidence="ECO:0007829|PDB:1ZIV"; HELIX 321..327; /evidence="ECO:0007829|PDB:1ZIV"		NP_001306605.1;NP_006606.1 [O14815-1];NP_057536.1 [O14815-2];	115976;	9606.ENSP00000271971;	TISSUE SPECIFICITY: Expressed predominantly in stomach.
O14829	reviewed	PPE1_HUMAN	Serine/threonine-protein phosphatase with EF-hands 1 (PPEF-1) (EC 3.1.3.16) (Protein phosphatase with EF calcium-binding domain) (PPEF) (Serine/threonine-protein phosphatase 7) (PP7)	PPEF1 PPEF PPP7C	Homo sapiens (Human)	653								NP_006231.2 [O14829-1];NP_689410.1 [O14829-3];NP_689412.1 [O14829-5];XP_005274610.1;	111471;	9606.ENSP00000354871;	TISSUE SPECIFICITY: Detected in retina and retinal derived Y-79 retinoblastoma cells. Also found in fetal brain.
O14830	reviewed	PPE2_HUMAN	Serine/threonine-protein phosphatase with EF-hands 2 (PPEF-2) (EC 3.1.3.16)	PPEF2	Homo sapiens (Human)	753		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Cell projection, cilium, photoreceptor outer segment. Photoreceptor inner segment. Note=Localized to photoreceptors, PPEF-2(L) is at least 2 fold more abundant in rod inner segments than in the outer segments.						NP_006230.2 [O14830-1];XP_011530341.1 [O14830-1];	111466;	9606.ENSP00000286719;	TISSUE SPECIFICITY: Retinal specific.
O14950	reviewed	ML12B_HUMAN	Myosin regulatory light chain 12B (MLC-2A) (MLC-2) (Myosin regulatory light chain 2-B, smooth muscle isoform) (Myosin regulatory light chain 20 kDa) (MLC20) (Myosin regulatory light chain MRLC2) (SHUJUN-1)	MYL12B MRLC2 MYLC2B	Homo sapiens (Human)	172								NP_001138416.1;NP_001138417.1;NP_001289978.1;NP_291024.1;	125182;	9606.ENSP00000463559;	TISSUE SPECIFICITY: Ubiquitously expressed in various hematopoietic cells. {ECO:0000269|PubMed:11436981, ECO:0000269|PubMed:18480596}.
O15182	reviewed	CETN3_HUMAN	Centrin-3	CETN3 CEN3	Homo sapiens (Human)	167		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:9256449}. Nucleus, nucleolus {ECO:0000303|PubMed:22307388}. Nucleus envelope {ECO:0000269|PubMed:23591820}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:23591820}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23591820, ECO:0000269|PubMed:26337392}. Note=Centrosome of interphase and mitotic cells (PubMed:9256449). Localizes to centriole distal lumen (PubMed:26337392). Localization at the nuclear pore complex requires NUP153 and TPR (PubMed:23591820). {ECO:0000269|PubMed:23591820, ECO:0000269|PubMed:26337392, ECO:0000269|PubMed:9256449}.						NP_001284697.1;NP_004356.2;	107497;		
O15865	reviewed	CDPK2_PLAFK	Calcium-dependent protein kinase 2 (EC 2.7.11.1) (PfCDPK2)	CDPK2 CPK2	Plasmodium falciparum (isolate K1 / Thailand)	513					STRAND 62..64; /evidence="ECO:0007829|PDB:4MVF"; STRAND 72..80; /evidence="ECO:0007829|PDB:4MVF"; STRAND 82..91; /evidence="ECO:0007829|PDB:4MVF"; STRAND 97..104; /evidence="ECO:0007829|PDB:4MVF"; STRAND 132..137; /evidence="ECO:0007829|PDB:4MVF"; STRAND 139..147; /evidence="ECO:0007829|PDB:4MVF"; STRAND 198..204; /evidence="ECO:0007829|PDB:4MVF"; STRAND 209..211; /evidence="ECO:0007829|PDB:4MVF"; STRAND 387..390; /evidence="ECO:0007829|PDB:3PM8"; STRAND 421..427; /evidence="ECO:0007829|PDB:4MVF"; STRAND 459..462; /evidence="ECO:0007829|PDB:3PM8"; STRAND 497..501; /evidence="ECO:0007829|PDB:3PM8"	HELIX 68..71; /evidence="ECO:0007829|PDB:4MVF"; HELIX 108..121; /evidence="ECO:0007829|PDB:4MVF"; HELIX 156..161; /evidence="ECO:0007829|PDB:4MVF"; HELIX 166..185; /evidence="ECO:0007829|PDB:4MVF"; HELIX 195..197; /evidence="ECO:0007829|PDB:4MVF"; HELIX 245..263; /evidence="ECO:0007829|PDB:4MVF"; HELIX 297..306; /evidence="ECO:0007829|PDB:4MVF"; HELIX 311..313; /evidence="ECO:0007829|PDB:4MVF"; HELIX 317..321; /evidence="ECO:0007829|PDB:4MVF"; HELIX 324..329; /evidence="ECO:0007829|PDB:4MVF"; HELIX 342..348; /evidence="ECO:0007829|PDB:3PM8"; HELIX 354..366; /evidence="ECO:0007829|PDB:3PM8"; HELIX 369..382; /evidence="ECO:0007829|PDB:3PM8"; HELIX 392..402; /evidence="ECO:0007829|PDB:3PM8"; HELIX 409..416; /evidence="ECO:0007829|PDB:3PM8"; HELIX 428..433; /evidence="ECO:0007829|PDB:3PM8"; HELIX 438..441; /evidence="ECO:0007829|PDB:3PM8"; HELIX 444..454; /evidence="ECO:0007829|PDB:3PM8"; HELIX 464..471; /evidence="ECO:0007829|PDB:3PM8"; HELIX 479..492; /evidence="ECO:0007829|PDB:3PM8"; HELIX 502..510; /evidence="ECO:0007829|PDB:3PM8"	TURN 92..94; /evidence="ECO:0007829|PDB:4MVF"; TURN 290..294; /evidence="ECO:0007829|PDB:4MVF"; TURN 349..351; /evidence="ECO:0007829|PDB:3PM8"				
O16305	reviewed	CALM_CAEEL	Calmodulin (CaM)	cmd-1 T21H3.3	Caenorhabditis elegans	149					STRAND 25..28; /evidence="ECO:0007829|PDB:1OOJ"; STRAND 61..65; /evidence="ECO:0007829|PDB:1OOJ"; STRAND 98..101; /evidence="ECO:0007829|PDB:1OOJ"; STRAND 134..138; /evidence="ECO:0007829|PDB:1OOJ"	HELIX 9..20; /evidence="ECO:0007829|PDB:1OOJ"; HELIX 30..39; /evidence="ECO:0007829|PDB:1OOJ"; HELIX 46..54; /evidence="ECO:0007829|PDB:1OOJ"; HELIX 66..93; /evidence="ECO:0007829|PDB:1OOJ"; HELIX 103..111; /evidence="ECO:0007829|PDB:1OOJ"; HELIX 119..129; /evidence="ECO:0007829|PDB:1OOJ"; HELIX 139..145; /evidence="ECO:0007829|PDB:1OOJ"	TURN 112..114; /evidence="ECO:0007829|PDB:1OOJ"	NP_503386.1;	43683;	6239.T21H3.3;	
O35245	reviewed	PKD2_MOUSE	Polycystin-2 (Polycystic kidney disease 2 protein homolog) (Transient receptor potential cation channel subfamily P member 2)	Pkd2 TRPP2	Mus musculus (Mouse)	966	INTRAMEM 630..644; /note="Pore-forming"; /evidence="ECO:0000250|UniProtKB:Q13563"	SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000269|PubMed:12514735, ECO:0000269|PubMed:18695040, ECO:0000269|PubMed:21307093, ECO:0000269|PubMed:22983710, ECO:0000269|PubMed:25405894, ECO:0000269|PubMed:27760766}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q13563}. Cell membrane {ECO:0000269|PubMed:16551655, ECO:0000269|PubMed:27214281}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q13563}. Basolateral cell membrane {ECO:0000269|PubMed:10770959, ECO:0000269|PubMed:9568711}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q13563}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10770959, ECO:0000269|PubMed:16551655, ECO:0000269|PubMed:9568711}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:11854751, ECO:0000269|PubMed:25405894, ECO:0000305|PubMed:10913159}. Golgi apparatus {ECO:0000269|PubMed:25405894}. Note=PKD2 localization to the plasma and ciliary membranes requires PKD1. PKD1:PKD2 interaction is required to reach the Golgi apparatus form endoplasmic reticulum and then traffic to the cilia (PubMed:25405894). Detected on kidney tubule basolateral membranes and basal cytoplasmic vesicles (PubMed:9568711, PubMed:10770959). Retained in the endoplasmic reticulum by interaction with PACS1 and PACS2. Cilium localization requires GANAB (By similarity). {ECO:0000250|UniProtKB:Q13563, ECO:0000269|PubMed:10770959, ECO:0000269|PubMed:25405894, ECO:0000269|PubMed:9568711}.	TOPO_DOM 1..217; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 240..466; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 488..503; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 525..550; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 572..595; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 618..629; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 645..652; /note="Extracellular"; /evidence="ECO:0000250|UniProtKB:Q13563"; TOPO_DOM 674..966; /note="Cytoplasmic"; /evidence="ECO:0000250|UniProtKB:Q13563"	TRANSMEM 218..239; /note="Helical; Name=S1"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 467..487; /note="Helical; Name=S2"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 504..524; /note="Helical; Name=S3"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 551..571; /note="Helical; Name=S4"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 596..617; /note="Helical; Name=5"; /evidence="ECO:0000250|UniProtKB:Q13563"; TRANSMEM 653..673; /note="Helical; Name=S6"; /evidence="ECO:0000250|UniProtKB:Q13563"				NP_032887.3 [O35245-1];XP_006534878.1 [O35245-3];	202205;	10090.ENSMUSP00000084041;	TISSUE SPECIFICITY: Detected in kidney epithelium (at protein level) (PubMed:9568711, PubMed:10770959, PubMed:11854751). Highly expressed on basolateral membranes in distal convoluted tubules and medullary thick ascending limbs of Henle (PubMed:9568711). Detected at much lower levels in cortical and medullary collecting tubules, and not detected in the glomerular tuft, in thin limbs of Henle, interstitium and blood vessels (at protein level) (PubMed:9568711). Expressed in mesenchymally derived structures in the developing embryo at day 12.5. Isoform 1 is predominantly expressed in kidney at all developmental stages with high levels also detected in lung. Isoform 3 shows highest expression in brain with lower expression in kidney and lung, low levels in thymus and is hardly detectable in liver. {ECO:0000269|PubMed:10770959, ECO:0000269|PubMed:11854751, ECO:0000269|PubMed:16192288, ECO:0000269|PubMed:21307093, ECO:0000269|PubMed:9568711, ECO:0000269|PubMed:9716661}.
